disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Parkinson disease,parkinson,broad,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,CCSER1;ITGA8,0.6925098057663771
Parkinson disease,parkinson,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,HIP1R;LRRK2,0.6925098057663771
Parkinson disease,parkinson,broad,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,TOX3,0.9022412744546188
Parkinson disease,parkinson,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,RIMS1,0.9022412744546188
Parkinson disease,parkinson,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SNX20,0.9022412744546188
Parkinson disease,parkinson,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SV2C,0.9022412744546188
Parkinson disease,parkinson,broad,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,RIT2,0.9022412744546188
Parkinson disease,parkinson,broad,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SLC45A3,0.9022412744546188
Parkinson disease,parkinson,broad,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,ASXL3,0.9022412744546188
Parkinson disease,parkinson,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,broad,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,broad,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,broad,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,186,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,34,200,9.195294117647059,0.0008928107458844675,RIMS1;RIT2;SH3GL2;TMEM163,0.030355565360071897
Parkinson disease,parkinson,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,34,200,6.896470588235294,0.00922264042744695,FYN;GPNMB;TMEM163,0.15678488726659814
Parkinson disease,parkinson,stringent,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,PKP2;TOX3,0.23788074807241485
Parkinson disease,parkinson,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,PKP2;TOX3,0.23788074807241485
Parkinson disease,parkinson,stringent,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,ASXL3;TOX3,0.23788074807241485
Parkinson disease,parkinson,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,ITPKB;STK39,0.23788074807241485
Parkinson disease,parkinson,stringent,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,ASXL3;SH3GL2,0.23788074807241485
Parkinson disease,parkinson,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,GPNMB;PKP2,0.23788074807241485
Parkinson disease,parkinson,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,SIPA1L2;TOX3,0.23788074807241485
Parkinson disease,parkinson,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,34,200,4.597647058823529,0.06996492590365143,TMEM163;TOX3,0.23788074807241485
Parkinson disease,parkinson,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,TOX3,0.5484097489970291
Parkinson disease,parkinson,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,ITPKB,0.5484097489970291
Parkinson disease,parkinson,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,FCGR2A,0.5484097489970291
Parkinson disease,parkinson,stringent,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,SH3GL2,0.5484097489970291
Parkinson disease,parkinson,stringent,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,ASXL3,0.5484097489970291
Parkinson disease,parkinson,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,ELOVL7,0.5484097489970291
Parkinson disease,parkinson,stringent,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,CCSER1,0.5484097489970291
Parkinson disease,parkinson,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,RIMS1,0.5484097489970291
Parkinson disease,parkinson,stringent,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,RIT2,0.5484097489970291
Parkinson disease,parkinson,stringent,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,RIT2,0.5484097489970291
Parkinson disease,parkinson,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,HIP1R,0.5484097489970291
Parkinson disease,parkinson,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,34,200,2.2988235294117647,0.3548533669980777,ASXL3,0.5484097489970291
Parkinson disease,parkinson,stringent,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,186,0.0,1.0,,1.0
Parkinson disease,parkinson,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,34,200,0.0,1.0,,1.0
Parkinson disease,parkinson,weighted,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,123,200,3.177235772357723,0.020942679052686854,PRSS3;RIMS1;RIT2;SH3GL2;TMEM163,0.49795976270070497
Parkinson disease,parkinson,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,123,200,2.541788617886179,0.07322937686775073,ITGA8;PKP2;SV2C;TOX3,0.49795976270070497
Parkinson disease,parkinson,weighted,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,123,200,2.541788617886179,0.07322937686775073,FYN;GPNMB;SLC45A3;TMEM163,0.49795976270070497
Parkinson disease,parkinson,weighted,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,123,200,2.541788617886179,0.07322937686775073,CD38;COX4I2;FOXS1;PDLIM2,0.49795976270070497
Parkinson disease,parkinson,weighted,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,123,200,2.541788617886179,0.07322937686775073,SV2C;TMEM163;TOX3;WNT3,0.49795976270070497
Parkinson disease,parkinson,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,B3GALT1;PKP2;TOX3,0.6450909384961753
Parkinson disease,parkinson,weighted,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,ACBD7;CD38;ITPKB,0.6450909384961753
Parkinson disease,parkinson,weighted,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,ELOVL7;MYLK2;PARP9,0.6450909384961753
Parkinson disease,parkinson,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,RIT2;SNCA;STBD1,0.6450909384961753
Parkinson disease,parkinson,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,SIPA1L2;SV2C;TOX3,0.6450909384961753
Parkinson disease,parkinson,weighted,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,123,200,1.906341463414634,0.20870589186640964,COX4I2;FOXS1;ITGA8,0.6450909384961753
Parkinson disease,parkinson,weighted,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,ACBD7;WNT3,0.6925098057663771
Parkinson disease,parkinson,weighted,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,ASXL3;TOX3,0.6925098057663771
Parkinson disease,parkinson,weighted,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,FCGR2A;P2RY12,0.6925098057663771
Parkinson disease,parkinson,weighted,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,FASN;RORA,0.6925098057663771
Parkinson disease,parkinson,weighted,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,ITPKB;STK39,0.6925098057663771
Parkinson disease,parkinson,weighted,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,ASXL3;SH3GL2,0.6925098057663771
Parkinson disease,parkinson,weighted,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,PRSS3;SH3GL2,0.6925098057663771
Parkinson disease,parkinson,weighted,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,ASXL3;ITGA8,0.6925098057663771
Parkinson disease,parkinson,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,B3GALT1;SV2C,0.6925098057663771
Parkinson disease,parkinson,weighted,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,GPNMB;PKP2,0.6925098057663771
Parkinson disease,parkinson,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,CCSER1;ITGA8,0.6925098057663771
Parkinson disease,parkinson,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,123,200,1.2708943089430895,0.4684625156654904,HIP1R;LRRK2,0.6925098057663771
Parkinson disease,parkinson,weighted,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,TOX3,0.9022412744546188
Parkinson disease,parkinson,weighted,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,RIMS1,0.9022412744546188
Parkinson disease,parkinson,weighted,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SNX20,0.9022412744546188
Parkinson disease,parkinson,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SV2C,0.9022412744546188
Parkinson disease,parkinson,weighted,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,RIT2,0.9022412744546188
Parkinson disease,parkinson,weighted,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,SLC45A3,0.9022412744546188
Parkinson disease,parkinson,weighted,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,123,200,0.6354471544715448,0.79609524216584,ASXL3,0.9022412744546188
Parkinson disease,parkinson,weighted,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,200,0.0,1.0,,1.0
Parkinson disease,parkinson,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,123,186,0.0,1.0,,1.0
Schizophrenia,schizophrenia,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,18,381,200,3.69259842519685,2.008477185991335e-06,B3GAT1;CACNA1I;CHRM3;DCC;EMB;EMX1;FOXG1;KCNQ5;KLHL2;OPCML;PLK2;PLXNA4;RIMS1;SCN3B;SMPD3;STUM;WSCD2;YJEFN3,6.828822432370538e-05
Schizophrenia,schizophrenia,broad,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,15,381,200,3.0771653543307083,0.00011829512782317802,B3GAT1;BCL11B;BHLHE22;CNKSR2;EMX1;FOXG1;HCN1;NDST3;PLCH2;PLK2;SATB2;SMPD3;SPHKAP;TRPC4;WSCD2,0.002011017172994026
Schizophrenia,schizophrenia,broad,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,14,381,200,2.8720209973753277,0.00040251720110887583,BRINP2;CACNA1I;CHRM3;CNKSR2;DPYD;KCNV1;NCAM2;NDST3;NEGR1;RAB27B;SCN3B;SHISA9;STUM;TRPC4,0.0034213962094254446
Schizophrenia,schizophrenia,broad,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,14,381,200,2.8720209973753277,0.00040251720110887583,BCL11A;DCC;EMX1;FOXG1;GRIN2A;KCNQ5;KCNV1;NDST3;RAB27B;SATB2;SCN3B;SHISA9;TMTC1;TRPC4,0.0034213962094254446
Schizophrenia,schizophrenia,broad,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,13,381,200,2.666876640419947,0.0012736122586054848,ADCY2;BRINP2;CALN1;ENOX1;FAR2;FRMD5;IL1RAPL1;MGAT5;NDST3;NXPH1;PPARGC1A;SHISA9;SNCA,0.008660563358517297
Schizophrenia,schizophrenia,broad,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,12,381,200,2.4617322834645665,0.003732648862706216,BRINP2;CHRM3;DOC2A;EMX1;GABBR2;KCNB1;KCNV1;NDST3;NGEF;RGS6;SATB2;STUM,0.021151676888668553
Schizophrenia,schizophrenia,broad,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,11,381,200,2.2565879265091864,0.010088799590731834,CACNA1I;CNKSR2;EMX1;GRAMD1B;GRIN2A;GRM1;KLHL2;NCAM2;PLXNA4;SPHKAP;YJEFN3,0.04900274086926891
Schizophrenia,schizophrenia,broad,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CHRM3;CHRNA2;DLX1;DLX2;ELFN1;FOXG1;GRIN2A;KCNC2;SORCS3;YJEFN3,0.07736083059418941
Schizophrenia,schizophrenia,broad,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CA8;CPNE8;DLX1;DLX2;ELFN1;GRIN2A;KCNC2;METAP1D;NFIB;NXPH1,0.07736083059418941
Schizophrenia,schizophrenia,broad,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CACNA2D2;DLX1;DLX2;ELFN1;FRMD5;HCN1;KCNC2;NRXN3;NXPH1;TRPC4,0.07736083059418941
Schizophrenia,schizophrenia,broad,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,BCL11A;CHRM3;EFNA5;EMX1;MMP16;NDFIP2;NGEF;SATB2;SCN3B;SORCS3,0.07736083059418941
Schizophrenia,schizophrenia,broad,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,CHRM3;DGKZ;DOC2A;EMX1;KCNV1;NGEF;RAB27B;SATB2;STUM,0.11339284329175404
Schizophrenia,schizophrenia,broad,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ADCY2;BCL11A;BCL11B;CHRM2;CNTN4;FGFR1;PCDH17;PLK2;SATB2,0.11339284329175404
Schizophrenia,schizophrenia,broad,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,BCL11B;DLX2;DPYD;FOXG1;LRRN3;LUZP2;NGEF;SMPD3;WSCD2,0.11339284329175404
Schizophrenia,schizophrenia,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ACE;BCL11B;DCC;DRD2;KCNQ5;NDST3;NGEF;PLCB2;SMPD3,0.11339284329175404
Schizophrenia,schizophrenia,broad,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ADGRB1;CACNA1D;CACNA2D2;CHRM2;CNTN4;NRXN3;RGS6;SPHKAP;TMCC3,0.11339284329175404
Schizophrenia,schizophrenia,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ANGPTL2;ASB5;ASIC1;CA8;EPN2;LUZP2;MMP16;NLGN4X;NXPH1,0.11339284329175404
Schizophrenia,schizophrenia,broad,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,8,381,200,1.6411548556430444,0.11663092728128133,BHLHE22;CACNA1D;CACNA2D2;CHRNA2;GRM1;NXPH1;RORA;SORCS3,0.22030286264242027
Schizophrenia,schizophrenia,broad,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,7,381,200,1.4360104986876638,0.21666181812537513,CHRM3;CHRNA2;CNTN4;KCNC2;NXPH1;PLCH2;TMEM163,0.38771062190856603
Schizophrenia,schizophrenia,broad,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,186,1.3235119803572941,0.30126905074335986,CACNA2D2;CHRM2;CHRNA2;ELFN1;NXPH1;QPCT,0.5121573862637118
Schizophrenia,schizophrenia,broad,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,200,1.2308661417322833,0.36159454775166505,ANGPTL2;FRMD5;MMP16;PPP1R16B;RNF122;TMEM163,0.5588279374343914
Schizophrenia,schizophrenia,broad,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,200,1.2308661417322833,0.36159454775166505,CALN1;CXXC5;RIMS1;RNF122;TMEM163;WSCD2,0.5588279374343914
Schizophrenia,schizophrenia,broad,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,381,200,1.025721784776903,0.5401749168173814,MDK;NPAS3;PTN;SCARA3;ZFYVE21,0.7063825835304218
Schizophrenia,schizophrenia,broad,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,381,200,1.025721784776903,0.5401749168173814,ADGRV1;CLU;NAA11;PSD2;SCARA3,0.7063825835304218
Schizophrenia,schizophrenia,broad,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,381,200,1.025721784776903,0.5401749168173814,ABCB1;ESAM;PODXL;SLC19A3;SLC39A8,0.7063825835304218
