region_id,region,robustness_rank,spatial_robustness_label,gene,gene_expression,l2g_score,weighted_contribution,regional_rank,top_driver
141,Thal MGN L,3,not_robust,KPNA1,0.5812401309424686,0.3957322239875793,0.004910431229619958,45,False
141,Thal MGN L,3,not_robust,FBRSL1,0.3293803221776567,0.6778879165649414,0.00476670382298951,46,False
141,Thal MGN L,3,not_robust,PKP2,0.2967353370417043,0.7130399346351624,0.004516954823330321,47,False
141,Thal MGN L,3,not_robust,TMED5,0.6861412271706615,0.3018712401390075,0.004421787618492467,48,False
141,Thal MGN L,3,not_robust,HSD3B7,0.5875113991932831,0.3309276401996612,0.004150610355610996,49,False
141,Thal MGN L,3,not_robust,USP25,0.3298116575792493,0.5770121216773987,0.0040626888708549,50,False
141,Thal MGN L,3,not_robust,DLG2,0.2934265213742933,0.607625424861908,0.0038062554182381513,51,False
141,Thal MGN L,3,not_robust,ERCC8,0.569616209847575,0.3066307008266449,0.0037287271140369234,52,False
141,Thal MGN L,3,not_robust,CCSER1,0.206258326383292,0.8328624963760376,0.0036673082989905656,53,False
141,Thal MGN L,3,not_robust,PDLIM2,0.8743941338757417,0.1904719173908233,0.0035555010763651303,54,False
141,Thal MGN L,3,not_robust,ITGA2B,0.290953790526074,0.5718092322349548,0.00355171253481401,55,False
141,Thal MGN L,3,not_robust,P2RY12,0.535405822833142,0.3019077479839325,0.0034508014682490744,56,False
141,Thal MGN L,3,not_robust,MICU3,0.6807314708442198,0.2358701527118683,0.0034277681773202885,57,False
141,Thal MGN L,3,not_robust,SNCA,0.3707745921785933,0.4322746694087982,0.003421624749713684,58,False
141,Thal MGN L,3,not_robust,MYLK2,0.5350512139313964,0.2965930700302124,0.0033878094770383575,59,False
141,Thal MGN L,3,not_robust,CD38,0.4806877808893787,0.321556955575943,0.0032997695920979784,60,False
141,Thal MGN L,3,not_robust,BCL2L1,0.6000573180696587,0.2567904889583587,0.0032895333693063323,61,False
141,Thal MGN L,3,not_robust,CCAR2,0.3815327980014115,0.3965764939785003,0.0032301409376732197,62,False
141,Thal MGN L,3,not_robust,DGKQ,0.5559384908680811,0.2635650038719177,0.0031280746838581513,63,False
141,Thal MGN L,3,not_robust,NCKIPSD,0.4228842642529525,0.3463244140148163,0.003126563536432351,64,False
141,Thal MGN L,3,not_robust,C2CD4A,0.6562942324110005,0.2195565849542617,0.0030761512131867387,65,False
141,Thal MGN L,3,not_robust,WNT3,0.8934585174425713,0.1518237739801406,0.002895854928637252,66,False
141,Thal MGN L,3,not_robust,CYLD,0.7861052358948285,0.169330820441246,0.0028417071956760988,67,False
141,Thal MGN L,3,not_robust,MIPOL1,0.5624245921687924,0.2262192219495773,0.002716166771107157,68,False
141,Thal MGN L,3,not_robust,RORA,0.7777887745526032,0.1622077226638794,0.00269336879002536,69,False
141,Thal MGN L,3,not_robust,VPS13C,0.4369415670103662,0.2877374291419983,0.0026839989789280345,70,False
141,Thal MGN L,3,not_robust,DCUN1D1,0.7581650490764178,0.163753792643547,0.002650438629219498,71,False
141,Thal MGN L,3,not_robust,FAM171A1,0.3676754620460553,0.316009521484375,0.0024804326569676525,72,False
141,Thal MGN L,3,not_robust,INTS2,0.6476184801832645,0.1789993643760681,0.0024747614789199,73,False
141,Thal MGN L,3,not_robust,AMPD3,0.7725941622372448,0.145731434226036,0.0024036281786272134,74,False
141,Thal MGN L,3,not_robust,NRIP1,0.3482805102694372,0.3074838519096374,0.0022861994210487476,75,False
141,Thal MGN L,3,not_robust,LZTS3,0.2940821318628257,0.3598359227180481,0.002259101690703621,76,False
141,Thal MGN L,3,not_robust,ZCWPW2,0.3672181732968486,0.2858431041240692,0.002240858897886683,77,False
141,Thal MGN L,3,not_robust,DTX3L,0.7737045731447802,0.1236892640590667,0.0020430067183832583,78,False
141,Thal MGN L,3,not_robust,LRRK2,0.6476834695538989,0.1440357118844986,0.0019915702116398227,79,False
