cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
oligodendrocyte,Glial cells,TMEM63A,309.1,4.142070050414147,77
oligodendrocyte,Glial cells,ENPP2,1518.1,4.13604172073188,78
oligodendrocyte,Glial cells,PLLP,376.6,4.11746998646064,79
oligodendrocyte,Glial cells,PI16,82.0,4.112005025513131,80
oligodendrocyte,Glial cells,KCNJ2,237.5,4.0961224020272375,81
oligodendrocyte,Glial cells,RHOU,231.8,4.08397412733314,82
oligodendrocyte,Glial cells,COL4A5,863.3,4.0831344624706905,83
oligodendrocyte,Glial cells,S100A1,171.7,4.062890462975843,84
oligodendrocyte,Glial cells,GPR62,34.2,4.054677092620315,85
oligodendrocyte,Glial cells,FAM107B,865.7,4.045726401610251,86
oligodendrocyte,Glial cells,SLC44A1,4379.5,4.035594568398518,87
oligodendrocyte,Glial cells,PCSK6,1025.3,4.016687954169512,88
oligodendrocyte,Glial cells,VRK2,659.6,4.007843674485306,89
oligodendrocyte,Glial cells,SEMA3B,247.7,4.002938620583978,90
oligodendrocyte,Glial cells,PIP4K2A,2968.6,3.9925991982076536,91
oligodendrocyte,Glial cells,HHIP,731.0,3.9693197998819376,92
oligodendrocyte,Glial cells,CHADL,139.2,3.936376808204247,93
oligodendrocyte,Glial cells,LGR5,206.9,3.9332471554372503,94
oligodendrocyte,Glial cells,RASGRP3,343.0,3.92666042392601,95
oligodendrocyte,Glial cells,SPP1,901.7,3.9242405340867705,96
oligodendrocyte,Glial cells,DAPK2,179.9,3.9155441012205836,97
oligodendrocyte,Glial cells,TP53TG5,238.4,3.914250459877143,98
oligodendrocyte,Glial cells,GALNT6,70.4,3.909464539272345,99
oligodendrocyte,Glial cells,ATP10B,772.5,3.8771034582409585,100
oligodendrocyte,Glial cells,HSPA2,184.0,3.8622172234699734,101
oligodendrocyte,Glial cells,KLHL4,441.8,3.8557661879214886,102
oligodendrocyte,Glial cells,DOCK5,1478.7,3.8425525575430792,103
oligodendrocyte,Glial cells,GPIHBP1,34.6,3.8318772411916733,104
oligodendrocyte,Glial cells,C21orf91,165.2,3.830957929833077,105
oligodendrocyte,Glial cells,TMEM165,1598.0,3.8235492391099357,106
oligodendrocyte,Glial cells,PXK,1093.6,3.821135836271429,107
oligodendrocyte,Glial cells,QDPR,754.7,3.819467570035682,108
oligodendrocyte,Glial cells,SYNJ2,978.0,3.8166014481122965,109
oligodendrocyte,Glial cells,FAM124A,396.6,3.81615610709174,110
oligodendrocyte,Glial cells,POLR2F,726.2,3.806189098107544,111
oligodendrocyte,Glial cells,MAP6D1,129.3,3.8014284380115537,112
oligodendrocyte,Glial cells,RBP7,37.6,3.7960732330314793,113
oligodendrocyte,Glial cells,PLEKHB1,179.2,3.7909991371865797,114
oligodendrocyte,Glial cells,ABCA8,684.9,3.7894980914436314,115
oligodendrocyte,Glial cells,ELOVL1,135.3,3.7876359617677595,116
oligodendrocyte,Glial cells,MARCKSL1,724.2,3.7759653412984897,117
oligodendrocyte,Glial cells,ABCA2,623.2,3.771455326136,118
oligodendrocyte,Glial cells,S100B,1025.9,3.7625517745650314,119
oligodendrocyte,Glial cells,SLAIN1,1777.8,3.7493498271171797,120
oligodendrocyte,Glial cells,S1PR5,33.9,3.733254130841381,121
oligodendrocyte,Glial cells,DMRT2,16.7,3.730639955916791,122
oligodendrocyte,Glial cells,SGK2,42.3,3.725801737034348,123
oligodendrocyte,Glial cells,CREB5,998.9,3.7173673934245643,124
oligodendrocyte,Glial cells,CDC42EP1,72.2,3.7161729063534614,125
oligodendrocyte,Glial cells,IP6K3,26.7,3.698704666770344,126
oligodendrocyte,Glial cells,BOK,99.2,3.6945181028509375,127
oligodendrocyte,Glial cells,FRMD4B,1782.9,3.6908063926814907,128
oligodendrocyte,Glial cells,MEGF10,637.4,3.6475211303905968,129
oligodendrocyte,Glial cells,CDKN1C,154.7,3.6245002243968436,130
oligodendrocyte,Glial cells,NDE1,225.6,3.6199961641481715,131
oligodendrocyte,Glial cells,CA14,27.6,3.6118084188687627,132
oligodendrocyte,Glial cells,TMTC2,3223.6,3.5923431574158995,133
oligodendrocyte,Glial cells,PLD1,747.6,3.5916002758038514,134
oligodendrocyte,Glial cells,RASSF2,182.8,3.5604818738971615,135
oligodendrocyte,Glial cells,VWA1,129.4,3.5507719301757232,136
oligodendrocyte,Glial cells,ZDHHC9,202.1,3.550317014620694,137
oligodendrocyte,Glial cells,FAM222A,141.0,3.531294873703657,138
oligodendrocyte,Glial cells,GAB1,1748.2,3.5080511552833267,139
oligodendrocyte,Glial cells,USH1C,68.1,3.4975108244152384,140
oligodendrocyte,Glial cells,KIF6,443.9,3.495550130996342,141
oligodendrocyte,Glial cells,ACSBG1,243.7,3.494844278725593,142
oligodendrocyte,Glial cells,GPD1,56.2,3.4925984825724967,143
oligodendrocyte,Glial cells,HPN,60.7,3.4893575887637134,144
oligodendrocyte,Glial cells,NCKAP5,2771.2,3.4737268916421713,145
oligodendrocyte,Glial cells,GAL3ST1,82.4,3.453102736922462,146
oligodendrocyte,Glial cells,APLP1,746.7,3.4528861535278073,147
oligodendrocyte,Glial cells,BEST1,70.7,3.4467441007285164,148
oligodendrocyte,Glial cells,ADAMTS14,24.9,3.446492562929799,149
oligodendrocyte,Glial cells,ENPP6,159.1,3.440927622206237,150
oligodendrocyte,Glial cells,TSPAN15,150.6,3.4336516793819465,151
oligodendrocyte,Glial cells,LAMP2,659.3,3.4213389219296735,152
oligodendrocyte,Glial cells,PAQR4,81.2,3.4184808989761972,153
oligodendrocyte,Glial cells,SLC35D2,190.8,3.4149919128963173,154
oligodendrocyte,Glial cells,PADI2,223.6,3.3988431485352133,155
oligodendrocyte,Glial cells,PHLPP1,2621.0,3.385343920558072,156
oligodendrocyte,Glial cells,TMC7,175.6,3.385131527978608,157
oligodendrocyte,Glial cells,TSPAN8,33.2,3.3827618504175363,158
oligodendrocyte,Glial cells,TFEB,207.2,3.3770592864213387,159
oligodendrocyte,Glial cells,DAAM2,719.8,3.3743254296161878,160
oligodendrocyte,Glial cells,SLC24A2,4299.7,3.3741258575638797,161
oligodendrocyte,Glial cells,GLTP,229.8,3.3691769849206152,162
oligodendrocyte,Glial cells,STMN4,365.0,3.353812155907148,163
oligodendrocyte,Glial cells,PMP22,324.0,3.3438861095773458,164
oligodendrocyte,Glial cells,AMER2,405.3,3.3408712227761677,165
oligodendrocyte,Glial cells,KCNJ10,141.2,3.3310571546379744,166
oligodendrocyte,Glial cells,DPYSL5,593.5,3.329855111950289,167
oligodendrocyte,Glial cells,PAQR6,96.1,3.318016339306234,168
oligodendrocyte,Glial cells,PRUNE2,1535.5,3.3114245873308263,169
oligodendrocyte,Glial cells,CDH1,53.1,3.3068952799298876,170
oligodendrocyte,Glial cells,QKI,7417.4,3.3014375313227275,171
oligodendrocyte,Glial cells,MBOAT1,105.7,3.2919625248562183,172
oligodendrocyte,Glial cells,HEPACAM,286.9,3.2916797287270696,173
oligodendrocyte,Glial cells,COL9A2,139.3,3.2874134654963454,174
oligodendrocyte,Glial cells,CYP2J2,127.4,3.2787271914899656,175
oligodendrocyte,Glial cells,AFMID,163.0,3.266236837872138,176
oligodendrocyte,Glial cells,CPM,317.8,3.255517189213961,177
oligodendrocyte,Glial cells,KIF13B,687.8,3.2465255112443923,178
oligodendrocyte,Glial cells,LARP6,166.4,3.2348247762354068,179
oligodendrocyte,Glial cells,CA2,412.5,3.234101474930352,180
oligodendrocyte,Glial cells,COLGALT2,576.5,3.2330832370266935,181
oligodendrocyte,Glial cells,ARHGAP23,218.7,3.2249882540305483,182
oligodendrocyte,Glial cells,SHTN1,1894.5,3.2129402575109705,183
oligodendrocyte,Glial cells,RHOG,81.7,3.2115959234938787,184
oligodendrocyte,Glial cells,DOCK10,2639.5,3.202953373097819,185
oligodendrocyte,Glial cells,TRPV6,10.1,3.1949537959338343,186
oligodendrocyte,Glial cells,HEPN1,186.6,3.1841873150351145,187
oligodendrocyte,Glial cells,LANCL1,992.6,3.1785438227282454,188
oligodendrocyte,Glial cells,PRRG1,339.3,3.1773051247422957,189
oligodendrocyte,Glial cells,PSEN1,755.9,3.1613214633427686,190
oligodendrocyte,Glial cells,SOX10,122.4,3.1536494617294824,191
oligodendrocyte,Glial cells,TMTC4,271.0,3.149718992368871,192
oligodendrocyte,Glial cells,CLMN,732.2,3.1487762822405,193
oligodendrocyte,Glial cells,EFS,79.4,3.145661142589522,194
oligodendrocyte,Glial cells,PHLDB1,392.0,3.1422591537325144,195
oligodendrocyte,Glial cells,EDIL3,3119.7,3.138184804427296,196
oligodendrocyte,Glial cells,EFHD1,275.2,3.1335392135287092,197
oligodendrocyte,Glial cells,MAP7,2683.2,3.129378300057313,198
oligodendrocyte,Glial cells,RFTN2,605.8,3.119358554587846,199
oligodendrocyte,Glial cells,MYO1E,551.1,3.1174185551893867,200
oligodendrocyte precursor cell,Glial cells,PDGFRA,320.9,5.528745712612041,1
oligodendrocyte precursor cell,Glial cells,FERMT1,456.5,5.339377065643579,2
oligodendrocyte precursor cell,Glial cells,OLIG1,746.8,5.315476622245011,3
oligodendrocyte precursor cell,Glial cells,OLIG2,276.8,5.28639400532765,4
oligodendrocyte precursor cell,Glial cells,BEST3,109.9,5.212531495063766,5
oligodendrocyte precursor cell,Glial cells,NEU4,112.8,4.8702494745427325,6
oligodendrocyte precursor cell,Glial cells,SNX22,175.2,4.661857186900943,7
oligodendrocyte precursor cell,Glial cells,GALR1,99.0,4.6286354528359555,8
oligodendrocyte precursor cell,Glial cells,B3GNT7,84.4,4.559691476110833,9
oligodendrocyte precursor cell,Glial cells,MYT1,284.5,4.546747081757579,10
oligodendrocyte precursor cell,Glial cells,SAPCD2,47.7,4.545907326738698,11
oligodendrocyte precursor cell,Glial cells,VCAN,2704.7,4.5279878834618925,12
oligodendrocyte precursor cell,Glial cells,PTPRZ1,4812.8,4.474636311128938,13
oligodendrocyte precursor cell,Glial cells,MEGF11,1273.9,4.425765901936457,14
oligodendrocyte precursor cell,Glial cells,ASCL1,113.2,4.317570535612862,15
oligodendrocyte precursor cell,Glial cells,KLRC3,76.4,4.300733872618239,16
oligodendrocyte precursor cell,Glial cells,BCHE,269.3,4.227388010622814,17
oligodendrocyte precursor cell,Glial cells,C1QL1,199.8,4.13176715420079,18
oligodendrocyte precursor cell,Glial cells,NR0B1,21.5,4.113341473075945,19
oligodendrocyte precursor cell,Glial cells,KLRC2,56.1,4.1076633690493916,20
oligodendrocyte precursor cell,Glial cells,LHFPL3,4970.5,4.107128907396377,21
oligodendrocyte precursor cell,Glial cells,CD82,171.7,4.087640053188026,22
oligodendrocyte precursor cell,Glial cells,FBN3,38.4,4.01360096581285,23
oligodendrocyte precursor cell,Glial cells,WSCD1,206.2,3.935143290974328,24
oligodendrocyte precursor cell,Glial cells,C1QL2,49.9,3.8522805839609306,25
oligodendrocyte precursor cell,Glial cells,DLL3,67.7,3.8292196995243217,26
oligodendrocyte precursor cell,Glial cells,ATP2C2,224.5,3.8085380234083717,27
oligodendrocyte precursor cell,Glial cells,LRP4,251.1,3.790305279020926,28
oligodendrocyte precursor cell,Glial cells,PLPP4,393.3,3.744513721315136,29
oligodendrocyte precursor cell,Glial cells,CSPG5,315.1,3.743337036538309,30
oligodendrocyte precursor cell,Glial cells,PHLDA1,235.5,3.729191887659405,31
oligodendrocyte precursor cell,Glial cells,SMOC1,842.9,3.7097687692113523,32
oligodendrocyte precursor cell,Glial cells,TNR,4920.8,3.7052050622169057,33
oligodendrocyte precursor cell,Glial cells,PCDH15,4937.3,3.704286980477888,34
oligodendrocyte precursor cell,Glial cells,HMX1,20.7,3.7026575433909104,35
oligodendrocyte precursor cell,Glial cells,CSPG4,111.5,3.670328401135916,36
oligodendrocyte precursor cell,Glial cells,EPN2,1848.7,3.6587365752034375,37
oligodendrocyte precursor cell,Glial cells,ONECUT1,34.7,3.656895643677891,38
oligodendrocyte precursor cell,Glial cells,SOX21,35.0,3.6490266002197433,39
oligodendrocyte precursor cell,Glial cells,SPSB4,96.5,3.6393792426882356,40
oligodendrocyte precursor cell,Glial cells,COL9A1,406.9,3.611343018000098,41
oligodendrocyte precursor cell,Glial cells,SOX8,185.8,3.5920007381211208,42
oligodendrocyte precursor cell,Glial cells,BCAN,517.8,3.5792100802896285,43
oligodendrocyte precursor cell,Glial cells,EMILIN3,28.4,3.578730547009642,44
oligodendrocyte precursor cell,Glial cells,VIPR2,103.2,3.575178078104117,45
oligodendrocyte precursor cell,Glial cells,TMEM100,35.4,3.531208820652938,46
oligodendrocyte precursor cell,Glial cells,AMZ1,300.8,3.5196271992699915,47
oligodendrocyte precursor cell,Glial cells,CREB3L1,51.2,3.4742476157667386,48
oligodendrocyte precursor cell,Glial cells,GPR37L1,211.6,3.471698348531187,49
oligodendrocyte precursor cell,Glial cells,SOX10,143.8,3.4534659518009088,50
oligodendrocyte precursor cell,Glial cells,CACNG4,321.2,3.438097476958421,51
oligodendrocyte precursor cell,Glial cells,HIP1R,303.5,3.4091486767476575,52
oligodendrocyte precursor cell,Glial cells,DBX2,27.2,3.397675844108781,53
oligodendrocyte precursor cell,Glial cells,KCNMB2,3205.3,3.396380928222323,54
oligodendrocyte precursor cell,Glial cells,VSX1,35.4,3.3897974308002445,55
oligodendrocyte precursor cell,Glial cells,ZCCHC24,361.8,3.3677644369545843,56
oligodendrocyte precursor cell,Glial cells,COL9A3,113.2,3.352335953773538,57
oligodendrocyte precursor cell,Glial cells,TRAF4,87.4,3.3419471730105985,58
oligodendrocyte precursor cell,Glial cells,PLLP,256.0,3.3383516949879857,59
oligodendrocyte precursor cell,Glial cells,BLM,138.1,3.328322373955261,60
oligodendrocyte precursor cell,Glial cells,COL9A2,140.2,3.2993792858912703,61
oligodendrocyte precursor cell,Glial cells,NKAIN4,117.7,3.2881118176580775,62
oligodendrocyte precursor cell,Glial cells,SOX3,10.5,3.2825538565532177,63
oligodendrocyte precursor cell,Glial cells,SOX6,3252.1,3.2571288314673015,64
oligodendrocyte precursor cell,Glial cells,WNT7B,24.8,3.2482664527241027,65
oligodendrocyte precursor cell,Glial cells,AFAP1L2,253.0,3.2471359867383676,66
oligodendrocyte precursor cell,Glial cells,PLEKHH2,398.1,3.227824943285434,67
oligodendrocyte precursor cell,Glial cells,ASIC4,72.7,3.2234011952878876,68
oligodendrocyte precursor cell,Glial cells,CCND1,91.2,3.19474648209576,69
oligodendrocyte precursor cell,Glial cells,CHAD,16.5,3.1424584056926994,70
oligodendrocyte precursor cell,Glial cells,LUZP2,3348.4,3.131297117150728,71
oligodendrocyte precursor cell,Glial cells,ASB5,17.4,3.1270869078045966,72
oligodendrocyte precursor cell,Glial cells,CMYA5,277.7,3.109783840901113,73
oligodendrocyte precursor cell,Glial cells,PRRX1,546.8,3.105451189735593,74
oligodendrocyte precursor cell,Glial cells,GFRA1,191.7,3.095254172065466,75
oligodendrocyte precursor cell,Glial cells,MMP16,2825.3,3.0924538009500866,76
oligodendrocyte precursor cell,Glial cells,SUSD5,132.9,3.083159497147207,77
oligodendrocyte precursor cell,Glial cells,NTN1,308.7,3.082629073764452,78
oligodendrocyte precursor cell,Glial cells,COL11A1,815.0,3.076936148130148,79
oligodendrocyte precursor cell,Glial cells,KLHL1,448.6,3.0767627250667107,80
oligodendrocyte precursor cell,Glial cells,DSCAM,9545.4,3.0626822674213376,81
oligodendrocyte precursor cell,Glial cells,ALDH1A3,37.8,3.059344460824425,82
oligodendrocyte precursor cell,Glial cells,KAT2B,887.0,3.040581219401162,83
oligodendrocyte precursor cell,Glial cells,FZD9,19.5,3.0373736916806813,84
oligodendrocyte precursor cell,Glial cells,OPHN1,1506.9,3.0283148509999145,85
oligodendrocyte precursor cell,Glial cells,SULF2,399.3,3.0271086195407895,86
oligodendrocyte precursor cell,Glial cells,RTKN,82.3,3.0267502017058745,87
oligodendrocyte precursor cell,Glial cells,GPC2,16.6,3.0039798509125455,88
oligodendrocyte precursor cell,Glial cells,BMP7,166.6,2.997393880860577,89
oligodendrocyte precursor cell,Glial cells,RAB31,458.0,2.9734810321435,90
oligodendrocyte precursor cell,Glial cells,NT5E,93.7,2.962228213484556,91
oligodendrocyte precursor cell,Glial cells,LRRK2,470.3,2.9539273299646336,92
oligodendrocyte precursor cell,Glial cells,CA10,2453.6,2.948513008021495,93
oligodendrocyte precursor cell,Glial cells,BAMBI,75.7,2.9396638242964563,94
oligodendrocyte precursor cell,Glial cells,KCNH8,520.2,2.922818858606857,95
oligodendrocyte precursor cell,Glial cells,HTRA1,347.2,2.89926452571298,96
oligodendrocyte precursor cell,Glial cells,EHD4,59.3,2.8800625147238432,97
oligodendrocyte precursor cell,Glial cells,LRRN1,626.8,2.874724475730654,98
oligodendrocyte precursor cell,Glial cells,SLC22A3,196.0,2.865546038894525,99
oligodendrocyte precursor cell,Glial cells,CA8,227.0,2.8586666490981636,100
oligodendrocyte precursor cell,Glial cells,CCDC50,498.5,2.8359324765431633,101
oligodendrocyte precursor cell,Glial cells,HES5,54.0,2.829704105363357,102
oligodendrocyte precursor cell,Glial cells,CALCRL,468.1,2.8284305169853545,103
oligodendrocyte precursor cell,Glial cells,IL17RB,68.3,2.8269171884361217,104
oligodendrocyte precursor cell,Glial cells,IL1RAP,318.6,2.821485897143831,105
oligodendrocyte precursor cell,Glial cells,SPATA6,817.9,2.8149718629852556,106
oligodendrocyte precursor cell,Glial cells,SDC3,176.6,2.807108782968257,107
oligodendrocyte precursor cell,Glial cells,TMEM132C,992.9,2.8016786684368977,108
oligodendrocyte precursor cell,Glial cells,BRINP3,1923.9,2.799985612058716,109
oligodendrocyte precursor cell,Glial cells,WFDC1,77.0,2.7929663331726435,110
oligodendrocyte precursor cell,Glial cells,SCD5,1725.2,2.7672488262340926,111
oligodendrocyte precursor cell,Glial cells,LRRC4C,8620.3,2.759072140484747,112
oligodendrocyte precursor cell,Glial cells,KIF13A,1362.4,2.748066497217372,113
oligodendrocyte precursor cell,Glial cells,ADGRG1,144.9,2.7260301919078014,114
oligodendrocyte precursor cell,Glial cells,XYLT1,1799.3,2.7257714265134,115
oligodendrocyte precursor cell,Glial cells,CHST11,1638.3,2.720179661011759,116
oligodendrocyte precursor cell,Glial cells,KCNJ16,101.0,2.7123180690950077,117
oligodendrocyte precursor cell,Glial cells,NLGN3,148.7,2.710756240606761,118
oligodendrocyte precursor cell,Glial cells,EMID1,100.5,2.698502781120375,119
oligodendrocyte precursor cell,Glial cells,PLPPR1,885.3,2.694353359214706,120
oligodendrocyte precursor cell,Glial cells,KIF19,23.9,2.686983437661665,121
oligodendrocyte precursor cell,Glial cells,MARCKS,489.9,2.680127020253422,122
oligodendrocyte precursor cell,Glial cells,CNMD,22.4,2.6680182404487147,123
oligodendrocyte precursor cell,Glial cells,EBF4,106.4,2.6655725390639167,124
oligodendrocyte precursor cell,Glial cells,LINGO3,17.3,2.662248501636984,125
oligodendrocyte precursor cell,Glial cells,TSPAN11,53.2,2.6614869928811498,126
oligodendrocyte precursor cell,Glial cells,NOVA1,3101.9,2.657446894584318,127
oligodendrocyte precursor cell,Glial cells,BMP8B,14.7,2.6560202845683976,128
oligodendrocyte precursor cell,Glial cells,TNK2,409.0,2.6553646241907245,129
oligodendrocyte precursor cell,Glial cells,THBS4,163.2,2.6533324152079203,130
oligodendrocyte precursor cell,Glial cells,ATOH8,34.0,2.643075721786586,131
oligodendrocyte precursor cell,Glial cells,PMP2,117.0,2.6420974262335055,132
oligodendrocyte precursor cell,Glial cells,ZNF462,857.6,2.638839334914477,133
oligodendrocyte precursor cell,Glial cells,C3orf70,245.7,2.628406637240089,134
oligodendrocyte precursor cell,Glial cells,GPSM2,294.1,2.6231976319598553,135
oligodendrocyte precursor cell,Glial cells,SLITRK2,151.4,2.622450794485476,136
oligodendrocyte precursor cell,Glial cells,SLC35F1,2361.1,2.6211423164002534,137
oligodendrocyte precursor cell,Glial cells,ATP13A4,341.7,2.6136816823267135,138
oligodendrocyte precursor cell,Glial cells,TEK,143.8,2.6111026381849465,139
oligodendrocyte precursor cell,Glial cells,SEMA5A,1597.1,2.610188109537291,140
oligodendrocyte precursor cell,Glial cells,PXDN,103.7,2.6029877573370297,141
oligodendrocyte precursor cell,Glial cells,SPRY4,97.1,2.5958325859400735,142
oligodendrocyte precursor cell,Glial cells,ANGPTL2,69.6,2.5931596536877755,143
oligodendrocyte precursor cell,Glial cells,PDPN,40.4,2.576749193873473,144
oligodendrocyte precursor cell,Glial cells,ASIC1,114.0,2.5645787152131465,145
oligodendrocyte precursor cell,Glial cells,SOX13,116.6,2.5643664584255683,146
oligodendrocyte precursor cell,Glial cells,FIBIN,40.7,2.5640421973977685,147
oligodendrocyte precursor cell,Glial cells,GSG1L,247.8,2.563302048625304,148
oligodendrocyte precursor cell,Glial cells,TMEM255A,55.1,2.5459839549404766,149
oligodendrocyte precursor cell,Glial cells,PCDHGC3,464.9,2.5416752135081095,150
oligodendrocyte precursor cell,Glial cells,PRKG2,215.9,2.522886893153455,151
oligodendrocyte precursor cell,Glial cells,GAL3ST1,48.6,2.521338105807376,152
oligodendrocyte precursor cell,Glial cells,SLC7A10,24.0,2.5173237838457934,153
oligodendrocyte precursor cell,Glial cells,SEMA3E,469.9,2.510360445939621,154
oligodendrocyte precursor cell,Glial cells,PRRX2,7.9,2.506107080009917,155
oligodendrocyte precursor cell,Glial cells,IFITM10,40.6,2.505832079733963,156
oligodendrocyte precursor cell,Glial cells,SERPINE2,322.2,2.4901092169163004,157
oligodendrocyte precursor cell,Glial cells,CHD7,573.4,2.4796661023773514,158
oligodendrocyte precursor cell,Glial cells,SCRG1,238.8,2.4669715910672165,159
oligodendrocyte precursor cell,Glial cells,GLDC,71.4,2.4587675472603765,160
oligodendrocyte precursor cell,Glial cells,HIP1,682.4,2.451291877942651,161
