cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
midbrain-derived inhibitory,Neuronal cells,STARD4,120.2,1.9953902865116544,103
midbrain-derived inhibitory,Neuronal cells,ADAMTS5,40.3,1.9916616142587247,104
midbrain-derived inhibitory,Neuronal cells,ADGRB1,191.7,1.9902097817658964,105
midbrain-derived inhibitory,Neuronal cells,FIGN,658.3,1.9869891894326945,106
midbrain-derived inhibitory,Neuronal cells,NR1D1,50.9,1.9811705100440604,107
midbrain-derived inhibitory,Neuronal cells,KIZ,418.6,1.9738165179364713,108
midbrain-derived inhibitory,Neuronal cells,AMIGO2,19.4,1.9736680672174494,109
midbrain-derived inhibitory,Neuronal cells,HPCA,151.5,1.970068376907885,110
midbrain-derived inhibitory,Neuronal cells,CACNA1D,1203.1,1.9695812696722164,111
midbrain-derived inhibitory,Neuronal cells,GDF10,15.2,1.9695588864358635,112
midbrain-derived inhibitory,Neuronal cells,ACAT2,88.7,1.9642346379834779,113
midbrain-derived inhibitory,Neuronal cells,SCG2,326.7,1.947869952981357,114
midbrain-derived inhibitory,Neuronal cells,PPARG,146.5,1.9443857757189087,115
midbrain-derived inhibitory,Neuronal cells,CNTNAP5,2634.7,1.9429193337637514,116
midbrain-derived inhibitory,Neuronal cells,NAALAD2,287.5,1.9410463040817796,117
midbrain-derived inhibitory,Neuronal cells,INSM1,11.1,1.9381177943545393,118
midbrain-derived inhibitory,Neuronal cells,MYO3A,61.9,1.9313890849880642,119
midbrain-derived inhibitory,Neuronal cells,TMEM97,26.3,1.9313580108811486,120
midbrain-derived inhibitory,Neuronal cells,NTSR1,15.5,1.9309360695751692,121
midbrain-derived inhibitory,Neuronal cells,N4BP2,162.9,1.918459855462687,122
midbrain-derived inhibitory,Neuronal cells,MYCN,13.5,1.9182415199450469,123
midbrain-derived inhibitory,Neuronal cells,EEPD1,245.8,1.9133084427577045,124
midbrain-derived inhibitory,Neuronal cells,CDH8,1093.2,1.9015904125656524,125
midbrain-derived inhibitory,Neuronal cells,CHRNA7,91.8,1.9004392013623845,126
midbrain-derived inhibitory,Neuronal cells,QPRT,33.1,1.8976892141701847,127
midbrain-derived inhibitory,Neuronal cells,CACNA2D2,80.7,1.89243517270393,128
midbrain-derived inhibitory,Neuronal cells,GALNT13,2073.9,1.8919339331725094,129
midbrain-derived inhibitory,Neuronal cells,LINGO2,2530.9,1.8917230815304247,130
midbrain-derived inhibitory,Neuronal cells,ERICH5,9.3,1.8869735952526372,131
midbrain-derived inhibitory,Neuronal cells,DOK5,255.8,1.8828579953376194,132
midbrain-derived inhibitory,Neuronal cells,HRH1,86.8,1.8779421896950428,133
midbrain-derived inhibitory,Neuronal cells,LRFN2,256.9,1.8729781527495806,134
midbrain-derived inhibitory,Neuronal cells,RGPD3,11.4,1.8693074128003622,135
midbrain-derived inhibitory,Neuronal cells,CPNE4,819.1,1.8689870281888161,136
midbrain-derived inhibitory,Neuronal cells,NPAS2,430.0,1.868715775722908,137
midbrain-derived inhibitory,Neuronal cells,BDH2,28.1,1.8667776562206744,138
midbrain-derived inhibitory,Neuronal cells,KIAA1958,547.7,1.8573636409134833,139
midbrain-derived inhibitory,Neuronal cells,FAT3,1476.7,1.852795904695542,140
midbrain-derived inhibitory,Neuronal cells,CEP112,890.6,1.8523989547489035,141
midbrain-derived inhibitory,Neuronal cells,ELMOD1,478.1,1.8365612334637746,142
midbrain-derived inhibitory,Neuronal cells,ALK,416.4,1.833278909872615,143
midbrain-derived inhibitory,Neuronal cells,FAM163B,73.1,1.8276449889704378,144
midbrain-derived inhibitory,Neuronal cells,SOX4,98.6,1.8260424279136418,145
midbrain-derived inhibitory,Neuronal cells,IPCEF1,50.8,1.8257864714424812,146
midbrain-derived inhibitory,Neuronal cells,GSG1L,157.7,1.8239510227894395,147
midbrain-derived inhibitory,Neuronal cells,FOXP2,1001.9,1.8136567561426782,148
midbrain-derived inhibitory,Neuronal cells,FUT9,1317.0,1.8104181021905876,149
midbrain-derived inhibitory,Neuronal cells,CADPS,2972.0,1.8079336807616766,150
midbrain-derived inhibitory,Neuronal cells,HGF,49.1,1.8020852348272662,151
midbrain-derived inhibitory,Neuronal cells,BEND7,105.4,1.8014707560617413,152
midbrain-derived inhibitory,Neuronal cells,KCNIP4,20665.2,1.796098500144953,153
midbrain-derived inhibitory,Neuronal cells,ZFPM2,2505.5,1.7952281227329312,154
midbrain-derived inhibitory,Neuronal cells,C11orf87,117.7,1.7912943916285997,155
midbrain-derived inhibitory,Neuronal cells,ZEB1,1599.6,1.787547185891993,156
midbrain-derived inhibitory,Neuronal cells,KCNH2,45.9,1.7802066336384017,157
midbrain-derived inhibitory,Neuronal cells,SBK1,43.2,1.7773532621765598,158
midbrain-derived inhibitory,Neuronal cells,ZNF730,36.3,1.7768543048725443,159
midbrain-derived inhibitory,Neuronal cells,TMEM145,99.5,1.7731587481052506,160
midbrain-derived inhibitory,Neuronal cells,ROBO2,7046.5,1.7708872267711917,161
midbrain-derived inhibitory,Neuronal cells,CHGA,86.9,1.7684920997201496,162
midbrain-derived inhibitory,Neuronal cells,RAI14,137.7,1.762543463846426,163
midbrain-derived inhibitory,Neuronal cells,EPHA10,87.4,1.754646430220241,164
midbrain-derived inhibitory,Neuronal cells,NSG2,403.1,1.7530265484540193,165
midbrain-derived inhibitory,Neuronal cells,ANO5,423.3,1.7501004309158406,166
midbrain-derived inhibitory,Neuronal cells,NRXN3,10328.3,1.7496104904432008,167
midbrain-derived inhibitory,Neuronal cells,MGARP,7.3,1.7487773015869383,168
midbrain-derived inhibitory,Neuronal cells,EPHB3,16.8,1.7453404907236776,169
midbrain-derived inhibitory,Neuronal cells,RBBP9,22.9,1.7443623223007574,170
midbrain-derived inhibitory,Neuronal cells,ARL6IP1,56.7,1.7395693040659836,171
midbrain-derived inhibitory,Neuronal cells,GNG3,105.8,1.7299148302462188,172
midbrain-derived inhibitory,Neuronal cells,TMTC2,1097.6,1.7274121717712805,173
midbrain-derived inhibitory,Neuronal cells,B3GLCT,237.4,1.7249493054501515,174
midbrain-derived inhibitory,Neuronal cells,GRIN1,505.7,1.7245174930583398,175
midbrain-derived inhibitory,Neuronal cells,PRSS56,5.1,1.7224660244710912,176
midbrain-derived inhibitory,Neuronal cells,TMCC3,120.0,1.7188935215125374,177
midbrain-derived inhibitory,Neuronal cells,SV2A,255.5,1.7112605697632102,178
midbrain-derived inhibitory,Neuronal cells,SYT1,8074.5,1.7015764936455247,179
midbrain-derived inhibitory,Neuronal cells,CA10,1159.8,1.7004011151235032,180
midbrain-derived inhibitory,Neuronal cells,PCP4L1,53.1,1.6942106380521749,181
midbrain-derived inhibitory,Neuronal cells,PLPPR3,40.5,1.689472989687363,182
midbrain-derived inhibitory,Neuronal cells,RGS6,1398.1,1.6839552438289955,183
midbrain-derived inhibitory,Neuronal cells,LRTM2,30.5,1.6822693849505455,184
midbrain-derived inhibitory,Neuronal cells,BCAT1,179.6,1.6758562365650256,185
midbrain-derived inhibitory,Neuronal cells,HDAC9,1968.9,1.6718354056654177,186
midbrain-derived inhibitory,Neuronal cells,DGAT2,12.8,1.6711191444708706,187
midbrain-derived inhibitory,Neuronal cells,TOX2,126.5,1.6690411668154286,188
midbrain-derived inhibitory,Neuronal cells,PNPLA3,19.9,1.6656170264120265,189
midbrain-derived inhibitory,Neuronal cells,DLGAP1,7246.3,1.6629133367746765,190
midbrain-derived inhibitory,Neuronal cells,DOK6,1066.3,1.661382043242157,191
midbrain-derived inhibitory,Neuronal cells,TMEM200C,26.8,1.6555405518832649,192
midbrain-derived inhibitory,Neuronal cells,CACHD1,480.0,1.6527052720817654,193
midbrain-derived inhibitory,Neuronal cells,GUCY1B1,267.1,1.64990024141214,194
midbrain-derived inhibitory,Neuronal cells,TOX3,166.6,1.6492102242659596,195
midbrain-derived inhibitory,Neuronal cells,PDE3A,590.9,1.6484483813520812,196
midbrain-derived inhibitory,Neuronal cells,ZNF608,451.3,1.6472092537442395,197
midbrain-derived inhibitory,Neuronal cells,FAM135B,672.0,1.6436085513040122,198
midbrain-derived inhibitory,Neuronal cells,LRRTM2,72.3,1.6392932982176014,199
midbrain-derived inhibitory,Neuronal cells,INSM2,5.3,1.6379697503843176,200
miscellaneous,Neuronal cells,GRB14,136.0,3.0294654906759466,1
miscellaneous,Neuronal cells,KCNB2,1482.6,2.5717276423603836,2
miscellaneous,Neuronal cells,TSHZ2,1434.1,2.503078245495652,3
miscellaneous,Neuronal cells,RSPO2,141.7,2.5013162221536107,4
miscellaneous,Neuronal cells,PTTG1,14.0,2.4902146009339208,5
miscellaneous,Neuronal cells,VIPR2,55.1,2.4594316186372978,6
miscellaneous,Neuronal cells,NEUROD6,71.6,2.4380628384001377,7
miscellaneous,Neuronal cells,POU3F1,31.3,2.4306873183231703,8
miscellaneous,Neuronal cells,CNTN5,5880.7,2.375529806711208,9
miscellaneous,Neuronal cells,COL24A1,458.1,2.366783834233087,10
miscellaneous,Neuronal cells,MLIP,429.2,2.3070261559131398,11
miscellaneous,Neuronal cells,NTSR1,19.2,2.2606988975680085,12
miscellaneous,Neuronal cells,SLC26A4,103.6,2.2126176133931006,13
miscellaneous,Neuronal cells,TCERG1L,182.1,2.1724342239513192,14
miscellaneous,Neuronal cells,PPEF1,36.9,2.087376330589151,15
miscellaneous,Neuronal cells,SATB2,439.0,2.0669892926039775,16
miscellaneous,Neuronal cells,ITPKA,32.8,2.0481337494050345,17
miscellaneous,Neuronal cells,CHST8,83.6,1.9694239668583886,18
miscellaneous,Neuronal cells,CABP1,352.9,1.9540805036346558,19
miscellaneous,Neuronal cells,KCNG1,36.0,1.9441437739571281,20
miscellaneous,Neuronal cells,STYK1,50.5,1.9322608449861312,21
miscellaneous,Neuronal cells,COL26A1,143.8,1.920015711379447,22
miscellaneous,Neuronal cells,ST8SIA2,35.5,1.8828376975641383,23
miscellaneous,Neuronal cells,NWD2,217.6,1.8577735193894775,24
miscellaneous,Neuronal cells,C3orf80,18.9,1.84654768991788,25
miscellaneous,Neuronal cells,CDH12,1826.3,1.8324782650043867,26
miscellaneous,Neuronal cells,SOHLH1,19.6,1.8247556503462918,27
miscellaneous,Neuronal cells,RGS4,113.3,1.8222721948899379,28
miscellaneous,Neuronal cells,NRGN,409.3,1.7887700484965243,29
miscellaneous,Neuronal cells,OPN4,13.3,1.7759052834325515,30
miscellaneous,Neuronal cells,EMX1,14.6,1.7704192476940186,31
miscellaneous,Neuronal cells,FABP7,48.4,1.758842142356154,32
miscellaneous,Neuronal cells,TESPA1,74.3,1.7583533985867392,33
miscellaneous,Neuronal cells,MCHR2,37.5,1.7542914703264891,34
miscellaneous,Neuronal cells,RTN4RL2,35.1,1.7421824258825618,35
miscellaneous,Neuronal cells,PCSK1,39.3,1.7357727912533727,36
miscellaneous,Neuronal cells,POPDC3,25.1,1.733563733354422,37
miscellaneous,Neuronal cells,RAB27B,280.0,1.726115881141832,38
miscellaneous,Neuronal cells,HS3ST2,151.7,1.722843990163818,39
miscellaneous,Neuronal cells,CCKBR,24.5,1.7185111109756626,40
miscellaneous,Neuronal cells,MPPED1,131.7,1.708724422084368,41
miscellaneous,Neuronal cells,STX1A,86.4,1.706705885503777,42
miscellaneous,Neuronal cells,CRYM,151.8,1.6998890561596407,43
miscellaneous,Neuronal cells,BCL11A,363.6,1.698956633638533,44
miscellaneous,Neuronal cells,PTPRT,1307.3,1.698483707951683,45
miscellaneous,Neuronal cells,GDA,196.3,1.6888588344915634,46
miscellaneous,Neuronal cells,VWC2L,223.3,1.6686186843176725,47
miscellaneous,Neuronal cells,SLC30A3,36.3,1.663727056318619,48
miscellaneous,Neuronal cells,GFRA2,53.9,1.6517013368687459,49
miscellaneous,Neuronal cells,IQCJ,344.6,1.650487300097588,50
miscellaneous,Neuronal cells,GCNT4,48.6,1.6371948965794392,51
miscellaneous,Neuronal cells,HTR1F,12.3,1.6280013404675988,52
miscellaneous,Neuronal cells,OPN3,42.2,1.6051403826587867,53
miscellaneous,Neuronal cells,LHX2,38.9,1.602157327717696,54
miscellaneous,Neuronal cells,RASL10A,55.0,1.5849625007211563,55
miscellaneous,Neuronal cells,GRM2,22.9,1.5833171536039605,56
miscellaneous,Neuronal cells,TBR1,12.9,1.5811932104231836,57
miscellaneous,Neuronal cells,KCNH3,95.9,1.5524417698182627,58
miscellaneous,Neuronal cells,CNGB1,68.9,1.550295368832336,59
miscellaneous,Neuronal cells,DLGAP2,1970.8,1.5495102421091809,60
miscellaneous,Neuronal cells,CREG2,161.6,1.5444011790535475,61
miscellaneous,Neuronal cells,FAM81A,173.5,1.5432561431389644,62
miscellaneous,Neuronal cells,KCNJ4,28.5,1.5416061315267746,63
miscellaneous,Neuronal cells,ADAMTS19,274.4,1.5302007909747004,64
miscellaneous,Neuronal cells,RIT2,507.3,1.5278461499459735,65
miscellaneous,Neuronal cells,SV2B,535.2,1.5183309131002423,66
miscellaneous,Neuronal cells,DCC,1773.4,1.516335528520575,67
miscellaneous,Neuronal cells,NKAIN2,4945.7,1.514378375234131,68
miscellaneous,Neuronal cells,KCNH7,972.8,1.5081471032003886,69
miscellaneous,Neuronal cells,FEZF2,19.5,1.5053109826736288,70
miscellaneous,Neuronal cells,NECAB1,565.2,1.503346071319578,71
miscellaneous,Neuronal cells,SLC17A7,131.9,1.4961709090300428,72
miscellaneous,Neuronal cells,LOXHD1,19.0,1.4953410900211652,73
miscellaneous,Neuronal cells,ZDHHC23,54.1,1.4914217328817339,74
miscellaneous,Neuronal cells,KCNN2,423.6,1.486209557223048,75
miscellaneous,Neuronal cells,ABCC12,6.5,1.475551284000574,76
miscellaneous,Neuronal cells,GPR26,11.3,1.474168161894195,77
miscellaneous,Neuronal cells,NKAIN1,37.5,1.4591193807741827,78
miscellaneous,Neuronal cells,EPHA6,1929.7,1.4510186185486886,79
miscellaneous,Neuronal cells,MEF2C,1292.7,1.4452183971781871,80
miscellaneous,Neuronal cells,MEIS3,95.1,1.4395526263261516,81
miscellaneous,Neuronal cells,PRKCG,101.9,1.437631921779842,82
miscellaneous,Neuronal cells,ARL9,16.3,1.431898434881152,83
miscellaneous,Neuronal cells,FFAR4,11.8,1.4306046548858733,84
miscellaneous,Neuronal cells,RND1,19.4,1.4285301191489792,85
miscellaneous,Neuronal cells,PTPRD,6691.2,1.4285030363192108,86
miscellaneous,Neuronal cells,LNX1,179.1,1.4235667621014085,87
miscellaneous,Neuronal cells,CACNG3,298.6,1.4234475772991293,88
miscellaneous,Neuronal cells,CBLN4,32.9,1.422666377231402,89
miscellaneous,Neuronal cells,TMEM233,18.0,1.4207243671881862,90
miscellaneous,Neuronal cells,PHF24,43.3,1.4145441521342457,91
miscellaneous,Neuronal cells,PDYN,13.6,1.414039715823283,92
miscellaneous,Neuronal cells,ZNF385B,1029.6,1.4099532430056467,93
miscellaneous,Neuronal cells,KHDRBS2,1719.2,1.406036708668749,94
miscellaneous,Neuronal cells,TSHZ3,133.2,1.4043270191968427,95
miscellaneous,Neuronal cells,VIPR1,39.8,1.4036529853527506,96
miscellaneous,Neuronal cells,KCNK10,95.4,1.4026946039107777,97
miscellaneous,Neuronal cells,DAB1,2183.5,1.4024279781882554,98
miscellaneous,Neuronal cells,ANKRD30B,66.2,1.3972783758127192,99
miscellaneous,Neuronal cells,OLFM1,239.9,1.3946808390580097,100
miscellaneous,Neuronal cells,WNT10B,25.3,1.3867801945724558,101
miscellaneous,Neuronal cells,TENM2,3738.8,1.3824040076611628,102
miscellaneous,Neuronal cells,TNFRSF11A,16.5,1.378611553643801,103
miscellaneous,Neuronal cells,CPNE7,50.7,1.374323483144293,104
miscellaneous,Neuronal cells,KLHL4,104.7,1.3733343194111873,105
miscellaneous,Neuronal cells,CAMK2N1,418.0,1.3696077394564423,106
miscellaneous,Neuronal cells,PEX5L,1399.0,1.365428857251717,107
miscellaneous,Neuronal cells,SYT12,66.8,1.3625700793847084,108
miscellaneous,Neuronal cells,LIN28B,61.9,1.3608136900542833,109
miscellaneous,Neuronal cells,KCNIP4,15627.8,1.3564918778170147,110
miscellaneous,Neuronal cells,LRRK1,120.2,1.3563689107199983,111
miscellaneous,Neuronal cells,CACNB4,377.9,1.3562199639923957,112
miscellaneous,Neuronal cells,KHDRBS3,952.7,1.3542309653062419,113
miscellaneous,Neuronal cells,KCNQ5,2731.8,1.3530551176116792,114
miscellaneous,Neuronal cells,TRIM36,110.6,1.3449491575422918,115
miscellaneous,Neuronal cells,LDB2,1117.4,1.344559818737033,116
miscellaneous,Neuronal cells,FXYD7,74.4,1.3441015924678983,117
miscellaneous,Neuronal cells,TOX,868.2,1.3395308103081252,118
miscellaneous,Neuronal cells,PTPRR,529.8,1.3391328549874828,119
miscellaneous,Neuronal cells,FOXG1,65.0,1.3375789504938866,120
miscellaneous,Neuronal cells,SHC3,314.4,1.3360592013650852,121
miscellaneous,Neuronal cells,STAT4,178.9,1.3341179457370904,122
miscellaneous,Neuronal cells,FMN1,371.1,1.3241091823835756,123
miscellaneous,Neuronal cells,CLPSL1,4.3,1.3231659285462158,124
miscellaneous,Neuronal cells,QRFPR,22.3,1.3184610899055589,125
miscellaneous,Neuronal cells,C2orf80,55.4,1.312232708922025,126
miscellaneous,Neuronal cells,HRH2,94.7,1.3116179655268883,127
miscellaneous,Neuronal cells,GRIN2A,1431.1,1.310936012881715,128
miscellaneous,Neuronal cells,STMN1,277.0,1.3098306910606814,129
miscellaneous,Neuronal cells,LINGO1,116.7,1.3081028393157124,130
miscellaneous,Neuronal cells,SORCS1,573.8,1.3075979539215294,131
miscellaneous,Neuronal cells,PDE1C,522.2,1.3062501989364588,132
miscellaneous,Neuronal cells,EPCAM,14.1,1.3048034900705707,133
miscellaneous,Neuronal cells,ADGRL2,989.1,1.3004222443851388,134
miscellaneous,Neuronal cells,ERFE,2.9,1.2991292019737604,135
miscellaneous,Neuronal cells,ZBTB18,157.2,1.2974997832340651,136
miscellaneous,Neuronal cells,CDH22,100.6,1.296571171252118,137
miscellaneous,Neuronal cells,ZNF697,25.2,1.2964574073712443,138
miscellaneous,Neuronal cells,ST6GALNAC5,1011.8,1.296127067148917,139
miscellaneous,Neuronal cells,HOPX,113.7,1.2956222135954165,140
miscellaneous,Neuronal cells,CAMK2A,325.3,1.295561854284665,141
miscellaneous,Neuronal cells,COL21A1,213.7,1.2931697047397055,142
miscellaneous,Neuronal cells,KCNN1,27.1,1.2900771906811204,143
miscellaneous,Neuronal cells,R3HDM1,1240.3,1.2878932900741424,144
miscellaneous,Neuronal cells,TMEM45B,11.5,1.2873708728509938,145
miscellaneous,Neuronal cells,ENC1,277.5,1.2869188227058288,146
miscellaneous,Neuronal cells,RTN4R,25.9,1.286530146073411,147
miscellaneous,Neuronal cells,CAMK1G,29.3,1.2865118281966257,148
miscellaneous,Neuronal cells,KCNV1,18.2,1.2850607121637925,149
miscellaneous,Neuronal cells,CBLN2,158.7,1.2754226613474484,150
miscellaneous,Neuronal cells,NEURL1,108.0,1.274001482214864,151
miscellaneous,Neuronal cells,AACS,98.8,1.271522577429077,152
miscellaneous,Neuronal cells,ARPP19,209.1,1.2697795215987688,153
miscellaneous,Neuronal cells,FTCD,30.0,1.2686298687273134,154
miscellaneous,Neuronal cells,NELL2,1056.3,1.2671262865057622,155
miscellaneous,Neuronal cells,SPTSSB,34.5,1.265770915844166,156
miscellaneous,Neuronal cells,CACNA1H,21.7,1.2636122928997577,157
miscellaneous,Neuronal cells,HRK,31.4,1.2633582794552882,158
miscellaneous,Neuronal cells,C1orf115,25.5,1.261748184472903,159
miscellaneous,Neuronal cells,HECW1,653.7,1.2612445930317397,160
miscellaneous,Neuronal cells,PRR16,433.0,1.258183221377732,161
miscellaneous,Neuronal cells,DCLK1,1567.1,1.2575231087507905,162
miscellaneous,Neuronal cells,SYT7,131.3,1.2518361992289295,163
miscellaneous,Neuronal cells,TMTC1,590.3,1.2518060155878015,164
miscellaneous,Neuronal cells,SCN3B,177.7,1.2514700350850918,165
miscellaneous,Neuronal cells,TMEM200A,36.0,1.2504701247850831,166
miscellaneous,Neuronal cells,RAPGEF5,866.9,1.2499677701833902,167
miscellaneous,Neuronal cells,ADTRP,26.4,1.2442027311034218,168
miscellaneous,Neuronal cells,GPC5,2124.0,1.2425391830358232,169
miscellaneous,Neuronal cells,GLRA3,82.9,1.2424536169790075,170
miscellaneous,Neuronal cells,GALNTL5,3.0,1.2422009024166283,171
miscellaneous,Neuronal cells,EGR3,12.1,1.240977761147187,172
miscellaneous,Neuronal cells,SEMA3D,71.5,1.2384612723700474,173
miscellaneous,Neuronal cells,ICAM5,42.4,1.235140914078436,174
miscellaneous,Neuronal cells,CHN1,763.8,1.2334192193180458,175
miscellaneous,Neuronal cells,LINGO2,1662.2,1.2308504283544623,176
miscellaneous,Neuronal cells,TRPC4,208.4,1.2294804062778995,177
miscellaneous,Neuronal cells,NDST3,431.2,1.2258762640873277,178
miscellaneous,Neuronal cells,KCNIP3,62.5,1.223953804608339,179
miscellaneous,Neuronal cells,TYRO3,67.7,1.2215229893879722,180
miscellaneous,Neuronal cells,DDN,15.5,1.2215094990072446,181
miscellaneous,Neuronal cells,PARM1,80.1,1.221242877786168,182
miscellaneous,Neuronal cells,SLIT1,225.2,1.2186156884838668,183
miscellaneous,Neuronal cells,SHISA9,935.1,1.216110645978739,184
miscellaneous,Neuronal cells,CCBE1,168.0,1.2146526225107719,185
miscellaneous,Neuronal cells,PCDH11Y,122.0,1.2131100509460082,186
miscellaneous,Neuronal cells,GRM7,1889.8,1.2095831405855728,187
miscellaneous,Neuronal cells,MFSD4A,53.8,1.2094733101242654,188
miscellaneous,Neuronal cells,SYCE1,53.0,1.207946285780523,189
miscellaneous,Neuronal cells,NRN1,91.5,1.2058511289487541,190
miscellaneous,Neuronal cells,TENM4,888.7,1.2057604655455647,191
miscellaneous,Neuronal cells,PPL,17.6,1.204174563395223,192
miscellaneous,Neuronal cells,FSD1,59.6,1.202759715027043,193
miscellaneous,Neuronal cells,RAB3B,70.2,1.2005965449490443,194
miscellaneous,Neuronal cells,NXNL2,12.7,1.1947892643671527,195
miscellaneous,Neuronal cells,SOX11,18.5,1.1938305957933644,196
miscellaneous,Neuronal cells,GPRIN1,19.7,1.1900225707993617,197
miscellaneous,Neuronal cells,SSX2IP,161.0,1.1886873601155428,198
miscellaneous,Neuronal cells,ANKRD18B,30.0,1.186734115452784,199
miscellaneous,Neuronal cells,MYO1D,388.5,1.1858129510306736,200
oligodendrocyte,Glial cells,FOLH1,694.1,6.648789260729952,1
oligodendrocyte,Glial cells,SLC5A11,1101.4,6.504447497631949,2
oligodendrocyte,Glial cells,MOBP,2942.1,6.391466515729067,3
oligodendrocyte,Glial cells,ANLN,798.3,6.282271571771697,4
oligodendrocyte,Glial cells,CNDP1,905.4,6.0929524961887465,5
oligodendrocyte,Glial cells,TRIM59,479.9,6.001537176987793,6
oligodendrocyte,Glial cells,ST18,6059.6,6.001245584612971,7
oligodendrocyte,Glial cells,NKX6-2,423.0,5.970121356979828,8
oligodendrocyte,Glial cells,MOG,841.5,5.881813034752577,9
oligodendrocyte,Glial cells,KLK6,183.5,5.8686596580277035,10
oligodendrocyte,Glial cells,PLP1,6763.0,5.865529205325231,11
oligodendrocyte,Glial cells,SH3TC2,386.8,5.822745930713716,12
oligodendrocyte,Glial cells,CARNS1,551.4,5.743724297953119,13
oligodendrocyte,Glial cells,TF,1970.0,5.739400123432235,14
oligodendrocyte,Glial cells,ERMN,407.8,5.729257853605968,15
oligodendrocyte,Glial cells,OPALIN,469.7,5.7179980516157,16
oligodendrocyte,Glial cells,MAG,563.7,5.634218922824366,17
oligodendrocyte,Glial cells,GJB1,102.4,5.56856662923409,18
oligodendrocyte,Glial cells,PIEZO2,586.2,5.531640203335143,19
oligodendrocyte,Glial cells,UGT8,1203.7,5.421182292606426,20
oligodendrocyte,Glial cells,CAPN3,415.1,5.398666864350214,21
oligodendrocyte,Glial cells,LRP2,498.7,5.398287729899627,22
oligodendrocyte,Glial cells,TMEM144,2149.2,5.370824654853847,23
oligodendrocyte,Glial cells,CD22,290.3,5.3487244022593385,24
oligodendrocyte,Glial cells,TMEM125,111.0,5.298695788649645,25
oligodendrocyte,Glial cells,GPR37,466.1,5.245225162386481,26
oligodendrocyte,Glial cells,MAL,286.7,5.15699083007552,27
oligodendrocyte,Glial cells,SLC31A2,222.0,5.144160864430786,28
oligodendrocyte,Glial cells,MBP,5605.9,5.108180641930517,29
oligodendrocyte,Glial cells,CERCAM,743.3,5.078918448987758,30
oligodendrocyte,Glial cells,ADAMTS4,95.5,5.0730828781745005,31
oligodendrocyte,Glial cells,ITGA2,479.7,5.0686060581377,32
oligodendrocyte,Glial cells,TMEM235,174.8,5.037843846853391,33
oligodendrocyte,Glial cells,HAPLN2,543.6,5.016323705810519,34
oligodendrocyte,Glial cells,LRRC63,366.8,4.9999762274761546,35
oligodendrocyte,Glial cells,ASPA,414.7,4.9966070902088875,36
oligodendrocyte,Glial cells,MYRF,415.4,4.9869979513860025,37
oligodendrocyte,Glial cells,FA2H,572.3,4.883585128538062,38
oligodendrocyte,Glial cells,PLEKHH1,1170.9,4.881805789322252,39
oligodendrocyte,Glial cells,SCD,714.3,4.875926510321589,40
oligodendrocyte,Glial cells,CLCA4,54.9,4.867317844024541,41
oligodendrocyte,Glial cells,C10orf90,1414.6,4.824653899225933,42
oligodendrocyte,Glial cells,CMTM5,204.9,4.803008781276979,43
oligodendrocyte,Glial cells,CNP,962.3,4.779937638455461,44
oligodendrocyte,Glial cells,CDH19,250.5,4.738037939033378,45
oligodendrocyte,Glial cells,NINJ2,222.5,4.708973788142978,46
oligodendrocyte,Glial cells,CDK18,755.9,4.707184420708216,47
oligodendrocyte,Glial cells,LDB3,423.2,4.706905739543874,48
oligodendrocyte,Glial cells,PLPP2,97.4,4.695737925375833,49
oligodendrocyte,Glial cells,SHROOM4,807.8,4.6840256743748645,50
oligodendrocyte,Glial cells,EVI2A,95.4,4.67767287453593,51
oligodendrocyte,Glial cells,CNTN2,537.4,4.631703174791282,52
oligodendrocyte,Glial cells,GLDN,847.0,4.583972997910838,53
oligodendrocyte,Glial cells,SELENOP,764.7,4.555848357288325,54
oligodendrocyte,Glial cells,PRR5L,546.9,4.554010475698079,55
oligodendrocyte,Glial cells,KCNH8,1153.5,4.542548143999272,56
oligodendrocyte,Glial cells,PRIMA1,130.9,4.525452449501563,57
oligodendrocyte,Glial cells,CTNNA3,7394.5,4.524287471760199,58
oligodendrocyte,Glial cells,GREM1,102.3,4.509160152165097,59
oligodendrocyte,Glial cells,HOXD1,30.6,4.471657920970557,60
oligodendrocyte,Glial cells,PPP1R14A,601.6,4.458793328596628,61
oligodendrocyte,Glial cells,LPAR1,1006.4,4.452573875286761,62
oligodendrocyte,Glial cells,RNASE1,446.3,4.437770245524336,63
oligodendrocyte,Glial cells,SLC45A3,66.9,4.39773600207208,64
oligodendrocyte,Glial cells,TTYH2,359.7,4.37993525221227,65
oligodendrocyte,Glial cells,GJC2,61.3,4.376197757415484,66
oligodendrocyte,Glial cells,CLDND1,911.7,4.359836231396519,67
oligodendrocyte,Glial cells,PRR18,84.3,4.342004198098483,68
oligodendrocyte,Glial cells,HSD17B3,107.7,4.332868818532003,69
oligodendrocyte,Glial cells,ERBB3,330.4,4.319055118273925,70
oligodendrocyte,Glial cells,TMEM98,256.6,4.28453694283232,71
oligodendrocyte,Glial cells,HHATL,110.4,4.271867790424463,72
oligodendrocyte,Glial cells,RNF220,4026.7,4.257150559164441,73
oligodendrocyte,Glial cells,MAN2A1,3403.4,4.2381050790015715,74
oligodendrocyte,Glial cells,CRYAB,1086.7,4.187845402199227,75
oligodendrocyte,Glial cells,SLCO1A2,712.7,4.158120493067277,76
