gene_symbol,entrez_id,ahba_probe_ids,ahba_probe_names,n_reannotated_candidate_probes,mapping_source,probe_selection,probe_note
ACAA2,10449.0,1017517;1047391;1047392,CUST_4428_PI416261804;A_23_P89799;CUST_10993_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACACA,31.0,1026562;1026563;1026564,A_23_P141434;CUST_13083_PI416261804;A_32_P215318,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACACB,32.0,1059470;1059471,A_23_P87791;CUST_13289_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAD10,80724.0,1012489;1014891;1019435,A_24_P227450;A_24_P8284;A_23_P25348,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAD11,84129.0,1037839,CUST_1913_PI416261804,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAD8,27034.0,1044710;1044711,A_24_P4678;A_23_P47426,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAD9,28976.0,1044381;1044382,A_23_P132405;A_24_P191656,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACADL,33.0,1059468;1059469,A_24_P234242;CUST_10623_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACADM,34.0,1013351;1018932,CUST_16057_PI416261804;A_23_P96761,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACADSB,36.0,1059464;1059465;1059466,A_32_P31945;A_23_P158570;A_24_P189516,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACADVL,37.0,1059462;1059463,A_23_P207650;CUST_15285_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAN,176.0,1024307;1024308;1024309;1024310,A_23_P307310;CUST_71_PI416408490;CUST_17093_PI416261804;CUST_17092_PI416261804,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAP2,23527.0,1045599;1045600,A_24_P942002;A_23_P211773,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAP3,116983.0,1036000;1036001;1036002;1036003,A_23_P23625;A_23_P23630;A_23_P12231;A_24_P281497,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAT1,38.0,1059460;1059461,A_23_P24515;A_24_P203678,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACAT2,39.0,1059458;1059459,A_23_P383835;A_23_P31135,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACBD3,64746.0,1039772,A_24_P171182,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACBD4,79777.0,1013959;1018078;1019536,CUST_7537_PI416261804;A_23_P107166;A_24_P366122,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACBD5,91452.0,1021288;1021289,A_24_P175563;A_23_P97795,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACBD6,84320.0,1037647;1037648,A_23_P52127;CUST_14106_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACBD7,414149.0,1022345,CUST_266_PI417507815,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACCS,84680.0,1012691;1017291,CUST_13615_PI416261804;A_23_P24586,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACD,65057.0,1012960;1016711;1027543,CUST_9072_PI416261804;A_23_P26375;CUST_917_PI416379584,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACE,1636.0,1057703;1057704;1057705;1069682,A_23_P38235;CUST_16698_PI416261804;CUST_55_PI416408490;A_24_P365129,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACER2,340485.0,1028752;1028753,CUST_1306_PI416379584;CUST_1266_PI416573500,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACER3,55331.0,1041973;1041974;1041975,A_24_P244420;A_23_P203665;A_24_P355693,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACHE,43.0,1011771;1017312;1022702,CUST_56_PI416408490;CUST_16359_PI416261804;A_24_P60845,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACIN1,22985.0,1046122;1046123,A_23_P14389;CUST_10446_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACKR1,2532.0,1056836;1056837;1056838,CUST_15516_PI416261804;A_23_P115161;CUST_16091_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACKR2,1238.0,1058123;1058124,A_23_P91954;CUST_13516_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACKR3,57007.0,1041006;1041007,A_23_P131676;CUST_9077_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACKR4,51554.0,1023178;1023179;1043288,CUST_2034_PI416261804;A_23_P6909;CUST_792_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACLY,47.0,1024468;1024469,A_23_P66787;CUST_9014_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACO1,48.0,1012009;1018260,A_23_P9416;A_23_P9415,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACO2,50.0,1059453;1059454,A_23_P103149;A_23_P305481,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT11,26027.0,1028370;1028372;1028373,A_23_P417415;A_23_P325726;CUST_1647_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT13,55856.0,1015020,A_23_P31116,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT2,10965.0,1046747;1046749,A_23_P3111;A_24_P301195,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT4,122970.0,1035768,A_23_P14515,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT7,11332.0,1024644;1024664;1024733;1024734,CUST_7741_PI416261804;CUST_7738_PI416261804;A_24_P205589;CUST_7731_PI416261804,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ACOT8,10005.0,1011833;1047928;1047929;1047930,CUST_805_PI416573500;CUST_7959_PI416261804;CUST_832_PI416379584;A_23_P143218,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
