gene,ensembl_id,gene_weight,max_l2g_score,mean_l2g_score,n_credible_sets,study,score_interpretation,selection_rule
HOXB2,ENSG00000173917,0.091854527592659,0.091854527592659,0.091854527592659,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GPAT2,ENSG00000186281,0.09088225662708282,0.09088225662708282,0.09088225662708282,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LEPR,ENSG00000116678,0.09039392322301865,0.09039392322301865,0.09039392322301865,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
OGFRL1,ENSG00000119900,0.0886332094669342,0.0886332094669342,0.0886332094669342,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KATNA1,ENSG00000186625,0.08789430558681488,0.08789430558681488,0.08789430558681488,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CDK13,ENSG00000065883,0.08323874324560165,0.08323874324560165,0.08323874324560165,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BIRC3,ENSG00000023445,0.08118885010480881,0.08118885010480881,0.08118885010480881,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DPP3,ENSG00000254986,0.08084690570831299,0.08084690570831299,0.08084690570831299,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SPTBN2,ENSG00000173898,0.08082230389118195,0.08082230389118195,0.08082230389118195,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAJC6,ENSG00000116675,0.08042829483747482,0.08042829483747482,0.08042829483747482,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ARAP2,ENSG00000047365,0.08000810444355011,0.08000810444355011,0.08000810444355011,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRIQ3,ENSG00000162620,0.08000810444355011,0.08000810444355011,0.08000810444355011,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CSF1R,ENSG00000182578,0.07975852489471436,0.07975852489471436,0.07975852489471436,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
IER3IP1,ENSG00000134049,0.07963115721940994,0.07963115721940994,0.07963115721940994,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BCAR1,ENSG00000050820,0.07874521613121033,0.07874521613121033,0.07874521613121033,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TSHB,ENSG00000134200,0.07743552327156067,0.07743552327156067,0.07743552327156067,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZNF474,ENSG00000164185,0.07716133445501328,0.07716133445501328,0.07716133445501328,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TRIM35,ENSG00000104228,0.0765318050980568,0.0765318050980568,0.0765318050980568,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GAD1,ENSG00000128683,0.07522188127040863,0.07522188127040863,0.07522188127040863,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CHRNA2,ENSG00000120903,0.07503152638673782,0.07503152638673782,0.07503152638673782,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
UBR3,ENSG00000144357,0.07460743188858032,0.07460743188858032,0.07460743188858032,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZBTB4,ENSG00000174282,0.07439828664064407,0.07439828664064407,0.07439828664064407,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MTF1,ENSG00000188786,0.07289748638868332,0.07289748638868332,0.07289748638868332,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ACOT12,ENSG00000172497,0.07103025168180466,0.07103025168180466,0.07103025168180466,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DHX36,ENSG00000174953,0.06881565600633621,0.06881565600633621,0.06881565600633621,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SNAP25,ENSG00000132639,0.06831393390893936,0.06831393390893936,0.06831393390893936,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
EYA2,ENSG00000064655,0.06807757169008255,0.06807757169008255,0.06807757169008255,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TAS1R1,ENSG00000173662,0.06749775260686874,0.06749775260686874,0.06749775260686874,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TBC1D32,ENSG00000146350,0.06687676906585693,0.06687676906585693,0.06687676906585693,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TARS2,ENSG00000143374,0.06462934613227844,0.06462934613227844,0.06462934613227844,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
YJEFN3,ENSG00000250067,0.0635269284248352,0.0635269284248352,0.0635269284248352,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TBC1D7,ENSG00000145979,0.06292088329792023,0.06292088329792023,0.06292088329792023,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ASTL,ENSG00000188886,0.061526820063591,0.061526820063591,0.061526820063591,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RAPH1,ENSG00000173166,0.061352603137493134,0.061352603137493134,0.061352603137493134,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
YRDC,ENSG00000196449,0.06119750812649727,0.06119750812649727,0.06119750812649727,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MRGPRG,ENSG00000182170,0.061043255031108856,0.061043255031108856,0.061043255031108856,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NOC3L,ENSG00000173145,0.06097796559333801,0.06097796559333801,0.06097796559333801,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NT5C2,ENSG00000076685,0.06016730144619942,0.06016730144619942,0.06016730144619942,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC25A3,ENSG00000075415,0.05979185551404953,0.05979185551404953,0.05979185551404953,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZBTB48,ENSG00000204859,0.058466970920562744,0.058466970920562744,0.058466970920562744,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ICA1L,ENSG00000163596,0.05821942165493965,0.05821942165493965,0.05821942165493965,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ERICH2,ENSG00000204334,0.05703013390302658,0.05703013390302658,0.05703013390302658,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KIAA0586,ENSG00000100578,0.056504253298044205,0.056504253298044205,0.056504253298044205,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CHRNB1,ENSG00000170175,0.05509679764509201,0.05509679764509201,0.05509679764509201,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PRDM6,ENSG00000061455,0.054599881172180176,0.054599881172180176,0.054599881172180176,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ENSG00000288654,ENSG00000288654,0.05424126610159874,0.05424126610159874,0.05424126610159874,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAJC11,ENSG00000007923,0.052477993071079254,0.052477993071079254,0.052477993071079254,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PRKACG,ENSG00000165059,0.05247017368674278,0.05247017368674278,0.05247017368674278,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BIRC2,ENSG00000110330,0.05237917602062225,0.05237917602062225,0.05237917602062225,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CNTN1,ENSG00000018236,0.0522083081305027,0.0522083081305027,0.0522083081305027,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SAYSD1,ENSG00000112167,0.0519181527197361,0.0519181527197361,0.0519181527197361,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SP5,ENSG00000204335,0.05189128965139389,0.05189128965139389,0.05189128965139389,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAJC1,ENSG00000136770,0.050855472683906555,0.050855472683906555,0.050855472683906555,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CPXM2,ENSG00000121898,0.05055340379476547,0.05055340379476547,0.05055340379476547,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NOL9,ENSG00000162408,0.050354696810245514,0.050354696810245514,0.050354696810245514,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GATAD2A,ENSG00000167491,0.050058513879776,0.050058513879776,0.050058513879776,1,GCST90102553,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
